Riding,Voter Number,Rank Ballot,Range Ballot,Approval Ballot
210,4232,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;YES;YES;YES
210,4233,CPC;GREEN;NDP;LIBERAL,4;2;1;2,YES;YES;NO;YES
210,4234,NDP;CPC;LIBERAL;GREEN,2;1;1;3,NO;NO;NO;YES
210,4235,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;NO;YES;NO
210,4236,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
210,4237,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;YES;YES;YES
210,4238,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;YES;YES
210,4239,LIBERAL;NDP;GREEN;CPC,2;2;4;4,NO;NO;YES;YES
210,4240,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;YES;YES;YES
210,4241,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;YES;YES;YES
211,4242,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;YES;YES
211,4243,CPC;NDP;GREEN;LIBERAL,5;4;3;5,YES;YES;NO;YES
211,4244,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;NO;YES
211,4245,CPC;GREEN;LIBERAL;NDP,2;1;1;1,YES;NO;NO;NO
211,4246,NDP;GREEN;LIBERAL;CPC,1;3;1;4,NO;NO;NO;YES
211,4247,NDP;GREEN;LIBERAL;CPC,1;3;2;5,NO;NO;NO;YES
211,4248,CPC;LIBERAL;NDP;GREEN,4;3;3;3,YES;YES;YES;YES
211,4249,NDP;GREEN;CPC;LIBERAL,1;1;1;2,NO;NO;NO;YES
211,4250,LIBERAL;GREEN;NDP;CPC,1;3;4;2,YES;YES;YES;YES
211,4251,LIBERAL;CPC;NDP;GREEN,3;2;3;2,YES;YES;YES;YES
211,4252,NDP;LIBERAL;GREEN;CPC,1;1;2;4,NO;NO;NO;YES
211,4253,LIBERAL;NDP;CPC;GREEN,1;1;3;2,YES;YES;YES;YES
211,4254,NDP;GREEN;CPC;LIBERAL,1;1;1;2,NO;NO;NO;YES
211,4255,GREEN;LIBERAL;NDP;CPC,1;2;1;1,YES;YES;YES;YES
211,4256,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
211,4257,LIBERAL;GREEN;NDP;CPC,2;3;4;3,YES;YES;YES;YES
211,4258,NDP;CPC;GREEN;LIBERAL,1;1;1;2,YES;YES;YES;YES
211,4259,GREEN;NDP;CPC;LIBERAL,2;4;2;3,YES;YES;YES;YES
211,4260,CPC;GREEN;NDP;LIBERAL,4;3;3;3,YES;YES;YES;YES
211,4261,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;YES
212,4262,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;NO
212,4263,CPC;NDP;GREEN;LIBERAL,1;1;1;1,YES;YES;YES;YES
212,4264,NDP;GREEN;CPC;LIBERAL,1;2;1;4,NO;YES;NO;YES
212,4265,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;NO
212,4266,LIBERAL;NDP;CPC;GREEN,1;1;2;1,NO;NO;YES;NO
212,4267,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;NO;NO;NO
212,4268,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;YES
212,4269,LIBERAL;GREEN;CPC;NDP,2;3;3;1,YES;YES;YES;NO
212,4270,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;YES
212,4271,LIBERAL;NDP;GREEN;CPC,1;2;3;3,YES;YES;YES;YES
212,4272,LIBERAL;GREEN;NDP;CPC,2;4;5;3,YES;YES;YES;YES
212,4273,CPC;LIBERAL;GREEN;NDP,4;3;3;2,YES;NO;NO;NO
212,4274,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;NO;NO;NO
212,4275,CPC;GREEN;LIBERAL;NDP,3;2;2;1,YES;YES;YES;NO
212,4276,LIBERAL;NDP;GREEN;CPC,1;2;3;3,YES;YES;YES;YES
212,4277,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;YES;NO;NO
212,4278,LIBERAL;GREEN;NDP;CPC,2;4;4;4,YES;YES;YES;YES
212,4279,CPC;GREEN;LIBERAL;NDP,4;3;3;3,YES;YES;YES;YES
213,4280,CPC;LIBERAL;GREEN;NDP,4;2;3;2,YES;NO;YES;NO
213,4281,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;NO;NO
213,4282,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;NO;NO;NO
213,4283,CPC;NDP;LIBERAL;GREEN,3;2;3;3,YES;YES;YES;YES
213,4284,NDP;LIBERAL;GREEN;CPC,1;2;2;4,YES;YES;YES;YES
213,4285,LIBERAL;CPC;NDP;GREEN,3;1;4;2,YES;NO;YES;YES
213,4286,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;NO;YES;NO
213,4287,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
213,4288,LIBERAL;GREEN;NDP;CPC,1;2;2;1,YES;YES;YES;YES
213,4289,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;YES;YES;YES
213,4290,NDP;GREEN;CPC;LIBERAL,2;2;1;3,YES;YES;YES;YES
213,4291,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;YES;YES;YES
213,4292,LIBERAL;CPC;NDP;GREEN,3;1;4;2,YES;YES;YES;YES
213,4293,LIBERAL;NDP;GREEN;CPC,2;3;5;4,NO;NO;YES;NO
213,4294,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
213,4295,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;NO;NO;YES
213,4296,CPC;GREEN;LIBERAL;NDP,2;1;1;1,YES;YES;YES;YES
213,4297,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;NO;NO;NO
213,4298,NDP;LIBERAL;GREEN;CPC,1;2;3;4,YES;YES;YES;YES
214,4299,CPC;NDP;GREEN;LIBERAL,5;2;1;3,YES;NO;NO;NO
214,4300,LIBERAL;GREEN;NDP;CPC,1;2;3;1,YES;YES;YES;YES
214,4301,CPC;GREEN;LIBERAL;NDP,3;3;2;1,YES;YES;NO;NO
214,4302,LIBERAL;NDP;GREEN;CPC,1;2;3;2,NO;YES;YES;YES
214,4303,CPC;NDP;LIBERAL;GREEN,3;1;1;1,YES;NO;NO;NO
214,4304,NDP;GREEN;LIBERAL;CPC,2;3;2;4,YES;YES;YES;YES
214,4305,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;YES
214,4306,NDP;GREEN;LIBERAL;CPC,1;1;1;4,NO;NO;NO;YES
214,4307,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;YES;YES;YES
214,4308,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
214,4309,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
214,4310,CPC;NDP;GREEN;LIBERAL,3;1;1;1,YES;NO;NO;NO
214,4311,LIBERAL;NDP;GREEN;CPC,1;1;4;3,YES;YES;YES;YES
214,4312,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;YES
214,4313,LIBERAL;NDP;CPC;GREEN,1;1;2;2,YES;YES;YES;YES
214,4314,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;NO;NO
214,4315,LIBERAL;NDP;CPC;GREEN,1;1;2;1,NO;NO;YES;NO
214,4316,LIBERAL;NDP;CPC;GREEN,1;1;4;2,YES;YES;YES;YES
215,4317,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;NO;YES
215,4318,LIBERAL;NDP;GREEN;CPC,2;2;4;2,YES;YES;YES;YES
215,4319,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;YES;YES;YES
215,4320,LIBERAL;CPC;GREEN;NDP,2;1;4;1,YES;NO;YES;NO
215,4321,CPC;LIBERAL;GREEN;NDP,2;1;1;1,YES;YES;YES;YES
215,4322,CPC;GREEN;NDP;LIBERAL,4;2;1;1,YES;YES;YES;YES
215,4323,CPC;LIBERAL;NDP;GREEN,3;1;1;1,YES;NO;NO;NO
215,4324,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
215,4325,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
215,4326,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
215,4327,LIBERAL;GREEN;NDP;CPC,1;3;4;1,NO;NO;YES;NO
215,4328,CPC;NDP;GREEN;LIBERAL,1;1;1;1,YES;YES;YES;YES
215,4329,LIBERAL;NDP;GREEN;CPC,1;1;2;2,YES;YES;YES;YES
215,4330,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;YES;YES;YES
215,4331,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
215,4332,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;NO;YES;NO
215,4333,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;YES;YES;YES
215,4334,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;YES;YES;NO
215,4335,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;YES;NO;NO
215,4336,CPC;LIBERAL;GREEN;NDP,4;1;2;1,YES;YES;YES;YES
215,4337,GREEN;NDP;LIBERAL;CPC,1;3;1;2,NO;YES;NO;YES
215,4338,LIBERAL;GREEN;NDP;CPC,1;3;3;1,NO;YES;YES;NO
216,4339,NDP;GREEN;LIBERAL;CPC,1;3;3;4,NO;YES;YES;YES
216,4340,LIBERAL;CPC;NDP;GREEN,2;1;3;1,NO;NO;YES;NO
216,4341,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;YES;YES
216,4342,NDP;LIBERAL;GREEN;CPC,2;3;4;4,NO;NO;YES;YES
216,4343,CPC;GREEN;LIBERAL;NDP,2;1;1;1,YES;YES;YES;YES
216,4344,LIBERAL;NDP;GREEN;CPC,1;1;1;1,YES;YES;YES;YES
216,4345,NDP;LIBERAL;CPC;GREEN,1;1;2;4,YES;YES;YES;YES
216,4346,CPC;GREEN;NDP;LIBERAL,4;2;1;1,YES;YES;YES;YES
216,4347,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;YES
216,4348,LIBERAL;NDP;CPC;GREEN,1;1;2;1,NO;NO;YES;NO
216,4349,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
216,4350,CPC;LIBERAL;GREEN;NDP,3;1;2;1,YES;YES;YES;YES
216,4351,CPC;NDP;GREEN;LIBERAL,3;2;1;3,YES;YES;YES;YES
216,4352,LIBERAL;NDP;GREEN;CPC,1;1;3;1,YES;YES;YES;YES
216,4353,LIBERAL;GREEN;NDP;CPC,1;4;4;2,YES;YES;YES;YES
216,4354,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
216,4355,LIBERAL;GREEN;CPC;NDP,2;4;4;1,YES;YES;YES;NO
216,4356,LIBERAL;GREEN;NDP;CPC,2;2;3;2,YES;YES;YES;YES
216,4357,LIBERAL;NDP;GREEN;CPC,2;2;4;3,YES;YES;YES;YES
216,4358,NDP;GREEN;LIBERAL;CPC,2;3;2;3,NO;YES;NO;YES
216,4359,LIBERAL;NDP;CPC;GREEN,2;1;3;3,YES;NO;YES;YES
217,4360,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
217,4361,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;YES;YES
217,4362,CPC;NDP;GREEN;LIBERAL,2;1;1;2,YES;YES;YES;YES
217,4363,LIBERAL;GREEN;NDP;CPC,1;1;4;1,NO;NO;YES;NO
217,4364,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
217,4365,LIBERAL;NDP;CPC;GREEN,1;1;3;1,YES;YES;YES;YES
217,4366,CPC;LIBERAL;NDP;GREEN,3;2;2;2,YES;NO;NO;NO
217,4367,NDP;LIBERAL;CPC;GREEN,1;1;1;2,NO;NO;NO;YES
217,4368,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;NO
217,4369,CPC;NDP;GREEN;LIBERAL,4;2;2;2,YES;YES;YES;YES
217,4370,GREEN;NDP;LIBERAL;CPC,1;3;1;1,NO;YES;NO;NO
217,4371,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;YES;YES
217,4372,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
217,4373,CPC;GREEN;NDP;LIBERAL,4;2;1;2,YES;YES;YES;YES
217,4374,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
217,4375,LIBERAL;CPC;NDP;GREEN,2;1;4;1,YES;NO;YES;NO
217,4376,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
217,4377,LIBERAL;CPC;NDP;GREEN,2;1;4;1,NO;NO;YES;NO
217,4378,LIBERAL;CPC;NDP;GREEN,3;2;4;3,YES;YES;YES;YES
217,4379,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
217,4380,CPC;NDP;GREEN;LIBERAL,4;2;2;3,YES;YES;YES;YES
218,4381,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
218,4382,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;YES
218,4383,CPC;GREEN;LIBERAL;NDP,3;2;2;1,YES;YES;YES;YES
218,4384,LIBERAL;CPC;GREEN;NDP,3;2;4;2,YES;NO;YES;NO
218,4385,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
218,4386,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
218,4387,CPC;NDP;GREEN;LIBERAL,5;1;1;1,YES;NO;NO;NO
218,4388,CPC;GREEN;NDP;LIBERAL,4;1;1;1,YES;NO;NO;NO
218,4389,CPC;LIBERAL;NDP;GREEN,3;2;2;2,YES;YES;YES;YES
218,4390,NDP;CPC;LIBERAL;GREEN,1;1;1;3,NO;NO;NO;YES
218,4391,CPC;LIBERAL;GREEN;NDP,3;2;2;1,YES;YES;YES;NO
218,4392,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
218,4393,NDP;GREEN;CPC;LIBERAL,1;2;1;2,NO;YES;NO;YES
218,4394,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
218,4395,LIBERAL;NDP;CPC;GREEN,1;1;3;2,YES;YES;YES;YES
218,4396,CPC;GREEN;NDP;LIBERAL,4;3;2;2,YES;YES;YES;YES
218,4397,GREEN;NDP;LIBERAL;CPC,1;4;2;3,YES;YES;YES;YES
218,4398,CPC;LIBERAL;NDP;GREEN,3;1;3;2,YES;NO;YES;YES
218,4399,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
218,4400,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
219,4401,LIBERAL;GREEN;CPC;NDP,1;1;3;1,NO;NO;YES;NO
219,4402,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
219,4403,LIBERAL;CPC;NDP;GREEN,2;1;4;1,NO;NO;YES;NO
219,4404,LIBERAL;GREEN;NDP;CPC,1;2;4;1,NO;NO;YES;NO
219,4405,CPC;NDP;GREEN;LIBERAL,2;2;1;2,YES;YES;NO;YES
219,4406,CPC;NDP;LIBERAL;GREEN,4;1;2;2,YES;NO;NO;NO
219,4407,CPC;LIBERAL;NDP;GREEN,4;2;4;3,YES;NO;YES;NO
219,4408,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;YES
219,4409,LIBERAL;GREEN;NDP;CPC,1;4;4;2,NO;YES;YES;YES
219,4410,LIBERAL;CPC;GREEN;NDP,2;2;2;2,YES;YES;YES;YES
219,4411,NDP;LIBERAL;GREEN;CPC,1;1;2;4,NO;NO;NO;YES
219,4412,LIBERAL;GREEN;NDP;CPC,1;2;4;1,YES;YES;YES;YES
219,4413,CPC;GREEN;LIBERAL;NDP,4;3;2;2,YES;YES;YES;YES
219,4414,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
219,4415,NDP;GREEN;LIBERAL;CPC,1;2;2;3,NO;NO;NO;YES
219,4416,NDP;GREEN;CPC;LIBERAL,1;1;1;2,NO;NO;NO;YES
219,4417,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;NO;NO;NO
219,4418,LIBERAL;CPC;GREEN;NDP,4;3;5;2,YES;YES;YES;YES
220,4419,CPC;LIBERAL;NDP;GREEN,1;1;1;1,YES;YES;YES;YES
220,4420,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;NO;YES
220,4421,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
220,4422,LIBERAL;NDP;GREEN;CPC,1;2;4;2,NO;YES;YES;YES
220,4423,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
220,4424,CPC;LIBERAL;NDP;GREEN,3;1;1;1,YES;NO;NO;NO
220,4425,NDP;LIBERAL;CPC;GREEN,1;1;2;4,NO;NO;NO;YES
220,4426,LIBERAL;GREEN;NDP;CPC,1;2;4;1,NO;NO;YES;NO
220,4427,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;NO;YES;NO
220,4428,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;YES
220,4429,LIBERAL;NDP;GREEN;CPC,1;2;3;2,YES;YES;YES;YES
220,4430,LIBERAL;CPC;GREEN;NDP,3;2;4;1,YES;YES;YES;YES
220,4431,CPC;NDP;GREEN;LIBERAL,4;3;2;4,YES;YES;YES;YES
220,4432,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
220,4433,LIBERAL;GREEN;CPC;NDP,1;1;2;1,YES;YES;YES;YES
220,4434,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;YES;YES
220,4435,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
220,4436,CPC;NDP;LIBERAL;GREEN,4;2;2;3,YES;YES;YES;YES
220,4437,NDP;CPC;GREEN;LIBERAL,2;1;1;3,NO;NO;NO;YES
221,4438,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
221,4439,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
221,4440,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;NO
221,4441,CPC;NDP;GREEN;LIBERAL,5;2;1;4,YES;YES;YES;YES
221,4442,CPC;LIBERAL;GREEN;NDP,4;1;3;1,YES;NO;NO;NO
221,4443,LIBERAL;NDP;CPC;GREEN,1;1;3;1,YES;YES;YES;YES
221,4444,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
221,4445,NDP;LIBERAL;GREEN;CPC,1;1;2;4,NO;NO;YES;YES
221,4446,GREEN;LIBERAL;NDP;CPC,1;5;3;2,NO;YES;NO;NO
221,4447,LIBERAL;CPC;NDP;GREEN,2;1;4;1,YES;YES;YES;YES
221,4448,CPC;GREEN;LIBERAL;NDP,2;1;1;1,YES;YES;YES;YES
221,4449,NDP;GREEN;LIBERAL;CPC,2;3;2;4,YES;YES;YES;YES
221,4450,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
221,4451,CPC;NDP;LIBERAL;GREEN,5;1;2;3,YES;NO;NO;NO
221,4452,LIBERAL;GREEN;NDP;CPC,1;4;5;2,YES;YES;YES;YES
221,4453,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;YES;YES
221,4454,CPC;LIBERAL;NDP;GREEN,3;2;2;2,YES;NO;NO;NO
221,4455,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;NO;NO
221,4456,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;NO;NO
222,4457,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
222,4458,CPC;LIBERAL;GREEN;NDP,3;1;2;1,YES;NO;NO;NO
222,4459,CPC;LIBERAL;GREEN;NDP,4;1;2;1,YES;NO;YES;NO
222,4460,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
222,4461,CPC;GREEN;NDP;LIBERAL,1;1;1;1,YES;YES;YES;YES
222,4462,LIBERAL;NDP;GREEN;CPC,1;2;4;4,NO;NO;YES;YES
222,4463,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
222,4464,LIBERAL;GREEN;CPC;NDP,1;3;4;1,NO;NO;YES;NO
222,4465,CPC;GREEN;NDP;LIBERAL,3;2;1;2,YES;YES;NO;YES
222,4466,CPC;NDP;LIBERAL;GREEN,3;1;1;1,YES;YES;YES;YES
222,4467,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;NO;YES;NO
222,4468,LIBERAL;NDP;CPC;GREEN,1;1;2;1,YES;YES;YES;YES
222,4469,NDP;GREEN;LIBERAL;CPC,1;3;2;4,YES;YES;YES;YES
222,4470,CPC;GREEN;LIBERAL;NDP,3;3;2;1,YES;YES;YES;YES
222,4471,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;YES;NO
222,4472,NDP;LIBERAL;GREEN;CPC,1;1;2;5,YES;YES;YES;YES
222,4473,LIBERAL;NDP;CPC;GREEN,1;1;4;1,YES;YES;YES;YES
222,4474,NDP;GREEN;LIBERAL;CPC,1;2;1;3,YES;YES;YES;YES
222,4475,LIBERAL;GREEN;NDP;CPC,1;2;3;2,NO;NO;YES;NO
222,4476,LIBERAL;NDP;CPC;GREEN,1;1;2;1,NO;NO;YES;NO
222,4477,LIBERAL;NDP;GREEN;CPC,1;2;4;3,YES;YES;YES;YES
222,4478,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;NO;YES;NO
223,4479,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;YES
223,4480,CPC;NDP;LIBERAL;GREEN,1;1;1;1,YES;YES;YES;YES
223,4481,NDP;LIBERAL;GREEN;CPC,2;2;3;4,YES;YES;YES;YES
223,4482,CPC;LIBERAL;GREEN;NDP,4;2;3;1,YES;YES;YES;YES
223,4483,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;NO;NO;NO
223,4484,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
223,4485,NDP;LIBERAL;GREEN;CPC,1;2;3;4,YES;YES;YES;YES
223,4486,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;NO;NO;YES
223,4487,CPC;NDP;LIBERAL;GREEN,4;2;3;4,YES;YES;YES;YES
223,4488,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;YES
223,4489,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
223,4490,NDP;CPC;LIBERAL;GREEN,2;1;2;3,YES;NO;YES;YES
223,4491,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;NO;NO;NO
223,4492,LIBERAL;GREEN;NDP;CPC,1;1;3;1,NO;NO;YES;NO
223,4493,LIBERAL;NDP;GREEN;CPC,2;3;4;4,YES;YES;YES;YES
223,4494,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;YES;YES
223,4495,NDP;LIBERAL;CPC;GREEN,3;2;3;3,YES;YES;YES;YES
223,4496,LIBERAL;NDP;GREEN;CPC,1;2;4;3,YES;YES;YES;YES
223,4497,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
223,4498,CPC;GREEN;NDP;LIBERAL,2;2;1;1,YES;YES;YES;YES
224,4499,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
224,4500,NDP;GREEN;CPC;LIBERAL,1;3;1;4,YES;YES;YES;YES
224,4501,CPC;LIBERAL;GREEN;NDP,4;2;3;1,YES;NO;YES;NO
224,4502,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;NO;YES;NO
224,4503,CPC;LIBERAL;GREEN;NDP,4;1;2;1,YES;NO;NO;NO
224,4504,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;YES
224,4505,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;NO;NO
224,4506,LIBERAL;NDP;CPC;GREEN,1;1;5;2,NO;NO;YES;YES
224,4507,NDP;GREEN;LIBERAL;CPC,1;1;1;2,YES;YES;YES;YES
224,4508,CPC;LIBERAL;GREEN;NDP,2;1;2;1,YES;YES;YES;YES
224,4509,NDP;GREEN;CPC;LIBERAL,2;2;2;3,NO;NO;NO;YES
224,4510,CPC;LIBERAL;GREEN;NDP,2;1;1;1,YES;NO;NO;NO
224,4511,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;YES;YES;YES
224,4512,LIBERAL;CPC;NDP;GREEN,1;1;2;1,NO;NO;YES;NO
224,4513,CPC;GREEN;LIBERAL;NDP,4;1;1;1,YES;NO;NO;NO
224,4514,LIBERAL;NDP;CPC;GREEN,2;2;4;3,NO;NO;YES;NO
224,4515,NDP;GREEN;LIBERAL;CPC,1;2;1;4,NO;YES;NO;YES
224,4516,LIBERAL;GREEN;NDP;CPC,1;2;3;1,YES;YES;YES;YES
224,4517,CPC;GREEN;LIBERAL;NDP,4;3;2;2,YES;NO;NO;NO
224,4518,CPC;LIBERAL;NDP;GREEN,4;3;4;3,YES;YES;YES;YES
224,4519,LIBERAL;CPC;NDP;GREEN,3;2;4;3,YES;YES;YES;YES
225,4520,CPC;NDP;LIBERAL;GREEN,3;1;2;3,YES;NO;NO;YES
225,4521,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
225,4522,LIBERAL;NDP;CPC;GREEN,2;1;4;3,NO;NO;YES;YES
225,4523,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;NO;YES
225,4524,NDP;CPC;LIBERAL;GREEN,4;1;3;4,YES;NO;YES;YES
225,4525,LIBERAL;NDP;GREEN;CPC,1;1;1;1,YES;YES;YES;YES
225,4526,NDP;LIBERAL;GREEN;CPC,2;2;2;3,YES;YES;YES;YES
225,4527,LIBERAL;GREEN;NDP;CPC,1;2;3;1,YES;YES;YES;YES
225,4528,NDP;LIBERAL;GREEN;CPC,1;2;2;3,NO;YES;YES;YES
225,4529,LIBERAL;NDP;CPC;GREEN,1;1;4;3,NO;NO;YES;NO
225,4530,CPC;LIBERAL;NDP;GREEN,2;1;1;1,YES;YES;YES;YES
225,4531,CPC;GREEN;NDP;LIBERAL,4;3;1;1,YES;YES;NO;NO
225,4532,CPC;NDP;LIBERAL;GREEN,4;2;4;4,YES;YES;YES;YES
225,4533,LIBERAL;GREEN;NDP;CPC,1;3;4;2,YES;YES;YES;YES
225,4534,CPC;LIBERAL;NDP;GREEN,5;2;3;2,YES;NO;NO;NO
225,4535,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
225,4536,LIBERAL;GREEN;NDP;CPC,1;1;4;1,YES;YES;YES;YES
225,4537,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;NO;YES;NO
225,4538,CPC;GREEN;LIBERAL;NDP,4;3;2;1,YES;NO;NO;NO
225,4539,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;YES;YES;YES
226,4540,NDP;GREEN;CPC;LIBERAL,1;2;1;3,NO;NO;NO;YES
226,4541,CPC;NDP;GREEN;LIBERAL,4;1;1;3,YES;YES;YES;YES
